numero_siafi;codigo_orgao;unidade_orcamentaria_nome;ano_empenho;numero_empenho;data_registro_doc_empenho;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;razao_social_proponente;cnpj_proponente;valor_pago_financeiro
9496636;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1326;2026-03-27;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ESCOLA DE ENFERMAGEM SANTA CLARA LTDA -ME;03.058.522/0001-32;39827,23
9496636;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1327;2026-03-27;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;ESCOLA DE ENFERMAGEM SANTA CLARA LTDA -ME;03.058.522/0001-32;12600,0
9496639;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;392;2026-04-24;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;5820,0
9496640;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;361;2026-04-14;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ESCOLA TECNICA DE PASSOS LTDA -ME;05.998.616/0001-17;55022,4
9496640;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;362;2026-04-14;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;ESCOLA TECNICA DE PASSOS LTDA -ME;05.998.616/0001-17;34700,0
9496641;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;363;2026-04-15;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;MJJ CURSOS E CONCURSOS LTDA - ME;17.991.383/0001-00;26380,0
9496641;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;387;2026-04-15;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MJJ CURSOS E CONCURSOS LTDA - ME;17.991.383/0001-00;101850,4
9496644;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;485;2026-04-07;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;INSTITUTO LE ROSE LTDA;50.363.215/0001-45;7980,0
9496644;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;486;2026-04-07;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;INSTITUTO LE ROSE LTDA;50.363.215/0001-45;17848,03
9496645;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;522;2026-03-19;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;FERNANDES E FREITAS EDUCACAO PROFISSIONAL LTDA;25.354.745/0001-80;27000,0
9496647;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;206;2026-03-25;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;10200,0
9496648;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;373;2026-03-20;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;UNINT CENTRO UNIVERSITARIO I INTERNACIONAL LTDA;36.000.973/0001-78;44280,0
9496648;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;377;2026-03-20;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;UNINT CENTRO UNIVERSITARIO I INTERNACIONAL LTDA;36.000.973/0001-78;70098,87
9496649;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;170;2026-03-10;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;BANDEIRANTES EDUCACIONAL LTDA;51.714.627/0001-45;10288,03
9496649;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;171;2026-03-10;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;BANDEIRANTES EDUCACIONAL LTDA;51.714.627/0001-45;4560,0
9496650;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;391;2026-04-24;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;COLEGIO VISAO LTDA;06.133.364/0001-26;37680,0
9496650;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;406;2026-04-27;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;COLEGIO VISAO LTDA;06.133.364/0001-26;74249,2
9496651;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;389;2026-04-24;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;UNITEC VAZANTE LTDA;13.183.077/0001-96;33840,0
9496653;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;904;2026-03-06;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM JACUTINGA;17.914.128/0001-63;778841,09
9496654;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;888;2026-03-05;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM CARMO DE MINAS;18.188.243/0001-60;972144,03
9496655;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;889;2026-03-05;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM BOTELHOS;17.847.641/0001-89;123055,97
9496656;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;890;2026-03-05;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM IBIA;18.584.961/0001-56;300000,0
9496657;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;891;2026-03-05;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM CANAPOLIS;18.457.200/0001-33;300000,0
9496658;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;892;2026-03-05;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM SACRAMENTO;18.140.764/0001-48;299683,99
9496659;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;894;2026-03-05;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM BOTELHOS;17.847.641/0001-89;648096,02
9496660;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;688;2026-04-10;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;ARAXA TECNOLOGIA DE INFORMACAO LTDA;05.756.469/0001-79;66760,0
9496660;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;692;2026-04-13;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ARAXA TECNOLOGIA DE INFORMACAO LTDA;05.756.469/0001-79;121598,58
9496661;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;183;2026-03-30;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CENTRO TECNICO DE EDUCACAO PROFISSIONAL DE ALEM PARAIBA LTDA - ME;16.588.268/0001-26;150236,98
9496661;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;184;2026-03-30;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;CENTRO TECNICO DE EDUCACAO PROFISSIONAL DE ALEM PARAIBA LTDA - ME;16.588.268/0001-26;36820,0
9496662;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1537;2026-04-06;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;DIVINOPOLIS EDUCACIONAL LTDA;51.245.014/0001-06;22188,86
9496662;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1538;2026-04-06;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;DIVINOPOLIS EDUCACIONAL LTDA;51.245.014/0001-06;8320,82
9496662;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1540;2026-04-06;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;DIVINOPOLIS EDUCACIONAL LTDA;51.245.014/0001-06;7040,89
9496662;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1587;2026-04-07;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;DIVINOPOLIS EDUCACIONAL LTDA;51.245.014/0001-06;10241,29
9496662;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1588;2026-04-07;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;DIVINOPOLIS EDUCACIONAL LTDA;51.245.014/0001-06;6780,0
9496662;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1589;2026-04-07;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;DIVINOPOLIS EDUCACIONAL LTDA;51.245.014/0001-06;2640,0
9496662;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1590;2026-04-07;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;DIVINOPOLIS EDUCACIONAL LTDA;51.245.014/0001-06;2420,0
9496662;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;1591;2026-04-08;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;DIVINOPOLIS EDUCACIONAL LTDA;51.245.014/0001-06;3320,0
9496663;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;358;2026-04-01;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;2860,0
9496663;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;359;2026-04-01;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;3060,0
9496663;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;360;2026-04-01;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;2380,0
9496663;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;361;2026-04-01;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;2960,0
9496663;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;362;2026-04-01;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;2020,0
9496663;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;363;2026-04-01;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;2440,0
9496667;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;187;2026-03-30;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO PRESIDENTE ANTONIO CARLOS;17.080.078/0001-66;59453,78
9496667;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;188;2026-03-30;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;FUNDACAO PRESIDENTE ANTONIO CARLOS;17.080.078/0001-66;25460,0
9496668;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;271;2026-04-15;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ESCOLA MULTI-TECH CURSOS E TREINAMENTOS LTDA - ME;16.910.399/0001-88;198735,37
9496668;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;272;2026-04-15;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;ESCOLA MULTI-TECH CURSOS E TREINAMENTOS LTDA - ME;16.910.399/0001-88;102140,0
9496669;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;390;2026-04-24;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;INSTITUTO PRO EDUCACAO LTDA;46.562.063/0001-32;38460,0
9496669;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;405;2026-04-27;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;INSTITUTO PRO EDUCACAO LTDA;46.562.063/0001-32;76099,99
9496670;2041;LOTERIA DO ESTADO DE MINAS GERAIS;2026;38;2026-03-03;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;60;RECURSOS DIRETAMENTE ARRECADADOS;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;555,17
9496672;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;347;2026-04-13;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;POUSO VERDE EDUCACIONAL LTDA;51.491.609/0001-41;13300,0
9496672;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;351;2026-04-15;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;POUSO VERDE EDUCACIONAL LTDA;51.491.609/0001-41;24389,08
9496673;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;893;2026-03-05;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM CRISTINA;18.188.250/0001-62;92290,2
9496674;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;905;2026-03-06;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM VESPASIANO;18.715.425/0001-42;6050832,72
9496675;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;895;2026-03-05;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM PRESIDENTE KUBITSCHEK;17.754.185/0001-22;100000,0
9496677;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;896;2026-03-05;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM MARIPA DE MINAS;17.724.162/0001-75;564312,55
9496678;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;906;2026-03-06;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PM GONZAGA;18.307.421/0001-25;400000,0
9496681;2421;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;2026;99;2026-03-10;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;CLEISE ANDREA ALMEIDA CASTRO;965.725.236/91;2133,33
9496682;2041;LOTERIA DO ESTADO DE MINAS GERAIS;2026;39;2026-03-03;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;3;SERVICO DE INFORMATICA EXECUTADO PELA PRODEMGE;60;RECURSOS DIRETAMENTE ARRECADADOS;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEM;16.636.540/0001-04;470,08
9496685;2261;FUNDACAO EZEQUIEL DIAS;2026;523;2026-03-04;52;EQUIPAMENTOS E MATERIAL PERMANENTE;9;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SOLAB EQUIPAMENTOS PARA LABORATORIOS LTDA;05.869.012/0001-70;5300,82
9496686;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;279;2026-03-19;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;UNICA EDUCACIONAL LTDA;10.739.240/0012-19;29240,0
9496688;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;186;2026-03-30;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;27860,0
9496690;2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;2026;543;2026-03-02;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;99;OUTROS SERVICOS PESSOA JURIDICA;50;CONTRIBUICAO DO SERVIDOR DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;TERMIL TERMO INSTALACOES LTDA -EPP;16.714.263/0001-00;137750,0
9496690;2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;2026;544;2026-03-02;30;MATERIAL DE CONSUMO;19;MATERIAL P/ MANUT. E REPAROS DE IMOVEIS DE PROPRIEDADE DA ADM. PUBLICA;50;CONTRIBUICAO DO SERVIDOR DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;TERMIL TERMO INSTALACOES LTDA -EPP;16.714.263/0001-00;171000,0
9496691;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;569;2026-03-10;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;ESCOLA TECNICA DE JANUARIA LTDA;31.137.696/0001-26;33120,0
9496691;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;570;2026-03-10;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ESCOLA TECNICA DE JANUARIA LTDA;31.137.696/0001-26;66201,45
9496692;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;335;2026-03-25;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;43741,97
9496692;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;336;2026-03-25;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE;03.773.700/0001-07;28780,0
9496693;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;2026;160;2026-02-27;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO -  PESSOA JURIDICA;2;SERVICO DE TECNOLOGIA DA INFORMACAO;16;DEMAIS TRANSFERENCIAS VINCULADAS DA UNIAO;SOFTWARE.COM.BR TECNOLOGIA E CONSULTORIA LTDA.;09.240.519/0001-11;29121,67
9496694;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;365;2026-03-20;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ETEC SG LTDA;27.302.750/0001-74;11222,57
9496694;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;371;2026-03-20;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;ETEC SG LTDA;27.302.750/0001-74;7440,0
9496696;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;571;2026-03-10;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;CURSOS DE FORMACAO E CAPACITACAO PARA O CIDADAO;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;ESCOLA TECNICA NORTE MINEIRA LTDA;29.832.208/0001-59;11260,0
